Nombre,Cargo,Empresa,Fecha Nombramiento,% Derechos Voto,via
"TOCINO BISCAROLASAGA, ISABEL",CONSEJERO,"BANCO SANTANDER, S.A.",23/04/2007,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-39000013
"VILLAR MIR, JUAN MIGUEL",CONSEJERO,"BANCO SANTANDER, S.A.",07/05/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-39000013
"ARRANZ PUMAR, GREGORIO",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",29/07/2004,0.096,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"BENAVENT BLANQUET, CAYETANO",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",30/11/1989,0.875,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"COBIAN OTERO, JOSE LUIS",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",22/05/1990,0.618,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"FERNANDEZ CARBONELL, JUAN",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",30/11/1989,1.150,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"FERNANDEZ ROMERO, ANDRES CLAUDIO",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",19/06/2004,0.123,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"FERNANDEZ ZAMORANO, JOSE",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",15/05/1990,0.208,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"GALNARES YSERN, ALFONSO",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",24/10/1990,1.097,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"GONZALEZ PEREZ, JOAQUIN",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",20/06/2009,0.173,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"GRANELL BALEN, SALVADOR",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",26/06/2010,0.701,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"HOYOS-LIMON PUMAR, PRUDENCIO",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",16/10/1990,0.104,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"INCRECISA, S.L.",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",25/01/2002,7.847,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"INVERFASUR, S.L.",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",21/09/2007,3.407,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"INVERSIONES AGRICOLAS INDUSTRIALES Y COMERCIALES, S.L.",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",26/10/2001,11.072,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"MARIÑO DOMINGUEZ, LIBERATO",SECRETARIO CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",27/06/1998,0.267,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"MENEZPLA, S.A.",VICEPRESIDENTE,"INMOBILIARIA DEL SUR, S.A.",15/11/2012,5.091,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"PUMAR LOPEZ, JOSE MANUEL",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",28/06/2010,0.274,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"PUMAR LOPEZ, RICARDO",PRESIDENTE,"INMOBILIARIA DEL SUR, S.A.",02/12/2005,0.330,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"SEGURA RODRIGUEZ, JORGE",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",15/11/2012,0.118,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"SEQUEIROS PUMAR, AUGUSTO",CONSEJERO,"INMOBILIARIA DEL SUR, S.A.",27/03/2002,0.024,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002205
"ABAURRE LLORENTE, JOSE JOAQUIN",CONSEJERO,"ABENGOA, S.A.",05/12/1996,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"APLICACIONES DIGITALES, S.L.",VICEPRESIDENTE EJECUTIVO,"ABENGOA, S.A.",10/12/2007,1.081,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"AYA ABAURRE, JOSE LUIS",CONSEJERO,"ABENGOA, S.A.",05/12/1996,0.064,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"BENJUMEA LLORENTE, FELIPE",PRESIDENTE-CONSEJERO DELEGADO,"ABENGOA, S.A.",05/12/1996,0.951,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"BENJUMEA LLORENTE, JAVIER",CONSEJERO,"ABENGOA, S.A.",05/12/1996,0.004,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"BENJUMEA LLORENTE, MARIA TERESA",CONSEJERO,"ABENGOA, S.A.",15/04/2007,0.015,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"BORRELL FONTELLES, JOSE",CONSEJERO,"ABENGOA, S.A.",27/07/2009,0.003,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"GRACIA DIEZ, MERCEDES",CONSEJERO,"ABENGOA, S.A.",12/12/2005,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"MARTINEZ RICO, RICARDO",CONSEJERO,"ABENGOA, S.A.",24/10/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"SANCHEZ ORTEGA, MANUEL",CONSEJERO DELEGADO,"ABENGOA, S.A.",25/10/2010,0.115,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"SANTIAGO PONSA, CLAUDI",CONSEJERO,"ABENGOA, S.A.",23/02/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"SOLIS GUARDIOLA, IGNACIO",CONSEJERO,"ABENGOA, S.A.",15/04/2007,0.020,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"SOLIS MARTINEZ CAMPOS, FERNANDO",CONSEJERO,"ABENGOA, S.A.",15/04/2007,0.100,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"SUNDHEIM LOSADA, CARLOS",CONSEJERO,"ABENGOA, S.A.",15/04/2007,0.055,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"VELARDE VALIENTE, ALICIA",CONSEJERO,"ABENGOA, S.A.",25/02/2008,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-41002288
"ACALIOS INVEST, S.L.",CONSEJERO,"ECOLUMBER, S.A.",18/06/2009,8.872,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-43777119
BRINCA 2004 S.L.,CONSEJERO,"ECOLUMBER, S.A.",18/06/2009,13.313,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-43777119
"G3T, S.L.",CONSEJERO,"ECOLUMBER, S.A.",18/06/2009,14.561,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-43777119
"GINESTA MANRESA, JOSE MIGUEL",CONSEJERO,"ECOLUMBER, S.A.",19/03/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-43777119
"JOFRE ARAJOL, JORDI",CONSEJERO,"ECOLUMBER, S.A.",19/03/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-43777119
"NADAL RIBERA, FRANCISCO",PRESIDENTE,"ECOLUMBER, S.A.",13/04/2010,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-43777119
"RELOCATIONS INVERSIONES, S.L.",CONSEJERO,"ECOLUMBER, S.A.",18/06/2009,8.321,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-43777119
"AGRO INVEST, S.L.",CONSEJERO,"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.",28/06/2013,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46004131
"LIBERTAS 7, S.A.",CONSEJERO,"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.",02/08/2007,11.260,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46004131
"PERELLO FERRERES, FRANCISCO",SECRETARIO CONSEJERO,"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.",24/06/2002,11.069,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46004131
"TURRO HOMEDES, CARLOS",PRESIDENTE,"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.",30/11/1989,33.098,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46004131
"TURRO RIBALTA, MARCOS",CONSEJERO,"COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.",09/05/2003,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46004131
"3 I NO RES, S.L.",CONSEJERO,"LIBERTAS 7, S.A.",25/01/2007,6.106,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46007449
"BOREL LEMONNIER, AGNES",PRESIDENTE,"LIBERTAS 7, S.A.",30/03/2006,2.229,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46007449
"EUMENES, S.L.",CONSEJERO,"LIBERTAS 7, S.A.",19/06/2007,5.925,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46007449
"FRAGUAS SOLE, RAFAEL",CONSEJERO,"LIBERTAS 7, S.A.",26/04/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46007449
"LUCAS ROMANI, ENRIQUE",CONSEJERO,"LIBERTAS 7, S.A.",19/06/2007,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46007449
"NOGUERA BOREL, AGNES",CONSEJERO DELEGADO,"LIBERTAS 7, S.A.",30/09/2004,6.928,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46007449
"ARTETA 2002, S.L.",CONSEJERO,"NATRA, S.A.",29/06/2011,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"BARTEN, S.A.",CONSEJERO,"NATRA, S.A.",30/06/2008,5.318,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"BEITIA LARRAÑAGA, MIKEL",CONSEJERO DELEGADO,"NATRA, S.A.",02/11/2011,0.080,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"BMS PROMOCION Y DESARROLLO, S.L.",CONSEJERO,"NATRA, S.A.",16/06/1998,6.685,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"CARAFAL INVESTMENT, S.L.",CONSEJERO,"NATRA, S.A.",19/07/2007,12.476,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"CASTICAPITAL, S.A.",CONSEJERO,"NATRA, S.A.",28/06/2012,5.348,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"EGAÑA AZURMENDI, JUAN IGNACIO",PRESIDENTE,"NATRA, S.A.",02/11/2011,1.475,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"IBERFOMENTO, S.A.",CONSEJERO,"NATRA, S.A.",29/06/2005,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"KUTXABANK, S.A",CONSEJERO,"NATRA, S.A.",19/06/2013,9.136,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"LOPEZ-BALCELLS ROMERO, IGNACIO",SECRETARIO CONSEJERO,"NATRA, S.A.",13/06/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"MUÑOZ BERAZA, ANA",CONSEJERO,"NATRA, S.A.",30/06/2008,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"SANTISTEBAN PADRO, PEDRO",CONSEJERO,"NATRA, S.A.",31/10/2012,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46014528
"BALFAGON HERNANDEZ, ANTONIO",CONSEJERO,"FINANZAS E INVERSIONES VALENCIANAS, S.A.",30/06/1998,0.060,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46075255
"BOREL LEMONNIER, AGNES",PRESIDENTE,"FINANZAS E INVERSIONES VALENCIANAS, S.A.",30/11/1989,0.304,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46075255
"CASTELLANO VILLAR, SALVADOR",CONSEJERO,"FINANZAS E INVERSIONES VALENCIANAS, S.A.",03/07/1998,0.030,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46075255
"NOGUERA PUCHOL, JOSE ANTONIO",CONSEJERO,"FINANZAS E INVERSIONES VALENCIANAS, S.A.",03/07/1998,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-46075255
"BANCO DE CAJA ESPAÑA DE INVERSIONES, SALAMANCA Y SORIA, S.A.",CONSEJERO,"LINGOTES ESPECIALES, S.A.",26/10/2012,10.719,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"CANO DE LA FUENTE, FELIX",CONSEJERO DELEGADO,"LINGOTES ESPECIALES, S.A.",13/09/2012,0.292,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"CUADRADO GARCIA, DIDIO",CONSEJERO,"LINGOTES ESPECIALES, S.A.",30/11/1989,1.056,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"GALINDO MARTIN, FRANCISCO",CONSEJERO,"LINGOTES ESPECIALES, S.A.",30/11/1989,2.068,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"GARRIDO CAPA, VICENTE",PRESIDENTE-CONSEJERO DELEGADO,"LINGOTES ESPECIALES, S.A.",01/07/2012,0.961,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"INMUEBLES Y VALORES MARINA HERMANAS, S.L.",CONSEJERO,"LINGOTES ESPECIALES, S.A.",22/06/2007,1.851,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"INVERSIONES FUENSALDAÑA, S.A.",CONSEJERO,"LINGOTES ESPECIALES, S.A.",26/10/2001,7.083,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"LA PREVISION MALLORQUINA DE SEGUROS, S.A.",CONSEJERO,"LINGOTES ESPECIALES, S.A.",17/11/2006,6.427,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"MARTIN CONCHA, EDUARDO",CONSEJERO,"LINGOTES ESPECIALES, S.A.",30/11/1989,3.408,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"MOSQUERA LLAMAS, ANGEL JAVIER",CONSEJERO,"LINGOTES ESPECIALES, S.A.",10/06/2005,4.580,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"OLIVERI GANDARILLAS, LUIS",CONSEJERO,"LINGOTES ESPECIALES, S.A.",27/06/2008,0.824,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-47007109
"ANTOÑANZAS ALVEAR, MIGUEL",CONSEJERO,"VOCENTO, S.A.",26/04/2012,0.008,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"AZAOLA ARTECHE, FERNANDO",CONSEJERO,"VOCENTO, S.A.",03/05/2012,0.005,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"BYCOMELS PRENSA, S.L.",CONSEJERO,"VOCENTO, S.A.",26/04/2012,7.982,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"CASGO, S.A.",CONSEJERO,"VOCENTO, S.A.",26/04/2012,3.996,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"ECHENIQUE GORDILLO, RODRIGO",CONSEJERO,"VOCENTO, S.A.",26/04/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"ENERGAY DE INVERSIONES, S.L.",PRESIDENTE,"VOCENTO, S.A.",03/05/2012,6.535,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"ENRIQUEZ NISTAL, LUIS",CONSEJERO DELEGADO,"VOCENTO, S.A.",18/07/2011,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"LIMA, S.L.",CONSEJERO,"VOCENTO, S.A.",26/04/2012,9.777,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"MEZOUNA, S.A.",CONSEJERO,"VOCENTO, S.A.",26/04/2012,11.077,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"ONCHENA, S.L.",CONSEJERO,"VOCENTO, S.A.",26/04/2012,5.470,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"SOTO AGUIRRE, GONZALO",CONSEJERO,"VOCENTO, S.A.",26/04/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"VALJARAFE, S.L.",CONSEJERO,"VOCENTO, S.A.",26/04/2012,10.090,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001655
"CALVO AROCENA, FERNANDO",SECRETARIO CONSEJERO,"BODEGAS BILBAINAS, S.A.",11/11/2004,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001721
"MARINE SALUDES, JAIME",CONSEJERO,"BODEGAS BILBAINAS, S.A.",26/11/2009,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001721
"MENDEZONA PEÑA, FERNANDO",CONSEJERO,"BODEGAS BILBAINAS, S.A.",12/11/2003,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001721
"PAGES FONT, JAVIER",PRESIDENTE,"BODEGAS BILBAINAS, S.A.",26/11/2009,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001721
"RAVENTOS I CHALBAUD, ANA TERESA",VICEPRESIDENTE,"BODEGAS BILBAINAS, S.A.",15/11/2005,n/d,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48001721
AUSTRAL B.V.,VICEPRESIDENTE,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",01/06/2006,16.184,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"ECHEVARRIA BUSQUET, ALEJANDRO",CONSEJERO,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",28/04/2004,0.017,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"GARTEIZ CASTELLANOS, ALVARO",CONSEJERO,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",06/07/2006,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"LOZANO VALLEJO, FRANCISCO JAVIER",CONSEJERO,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",31/05/1997,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"REAL DE ASUA ARTECHE, JUAN",CONSEJERO,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",31/05/1997,3.129,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"URRUTIA VALLEJO, VICTOR",PRESIDENTE,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",28/04/2004,44.752,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"URRUTIA YBARRA, MARIA",CONSEJERO,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",17/07/2008,0.056,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"URRUTIA YBARRA, VICTOR",VICEPRESIDENTE-CONSEJERO DELEGADO,"COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.",01/06/2006,1.649,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48002893
"ALCOCER TORRA, CARLOS",CONSEJERO,"FAES FARMA, S.A.",25/06/2013,0.260,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"BASAGOITI PASTOR, CARMEN",CONSEJERO,"FAES FARMA, S.A.",20/07/2011,0.001,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"DE LAS MORENAS LOPEZ, CARMELO",CONSEJERO,"FAES FARMA, S.A.",27/06/2007,0.007,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"FERNANDEZ DE VALDERRAMA IRIBARNEGARAY, GONZALO",SECRETARIO CONSEJERO,"FAES FARMA, S.A.",25/06/2013,0.328,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"FERNANDEZ-VALDERRAMA MURILLO, EDUARDO",CONSEJERO,"FAES FARMA, S.A.",30/11/1989,0.220,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"GARRALDA Y RUIZ DE VELASCO, IGNACIO",CONSEJERO,"FAES FARMA, S.A.",25/06/2013,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"MORENO DE ALBORAN Y DE VIERNA, FRANCISCO",CONSEJERO,"FAES FARMA, S.A.",30/06/1999,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"UCAR ANGULO, MARIANO",PRESIDENTE,"FAES FARMA, S.A.",25/06/2013,0.214,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"USAOLA GARCIA, FRANCISCO JAVIER",CONSEJERO,"FAES FARMA, S.A.",25/06/2013,0.038,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"ZAVALA ORTIZ DE LA TORRE, IÑIGO",CONSEJERO,"FAES FARMA, S.A.",24/06/1994,0.248,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48004360
"AZNAR SAINZ, ALEJANDRO",CONSEJERO,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",16/02/1994,6.537,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48008502
"BARRENECHEA GUIMON, ALBERTO",PRESIDENTE-CONSEJERO DELEGADO,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",30/07/2010,2.919,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48008502
"BARRENECHEA GUIMON, GONZALO",CONSEJERO,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",03/02/2005,2.511,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48008502
"GUZMAN URIBE, FRANCISCO JAVIER",CONSEJERO,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",30/11/1989,0.190,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48008502
"GUZMAN URIBE, JOSE IGNACIO",CONSEJERO,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",22/05/2007,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48008502
"LIPPERHEIDE AGUIRRE, ISABEL",CONSEJERO,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",29/07/2010,0.194,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48008502
"PROMOCIONES ARIER, S.L.",CONSEJERO,"MINERALES Y PRODUCTOS DERIVADOS, S.A.",16/07/2008,15.680,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48008502
"GARCIA MADRID, TOMAS",CONSEJERO,"OBRASCON HUARTE LAIN, S.A.",25/06/1996,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48010573
"LOPEZ MADRID, JAVIER",CONSEJERO,"OBRASCON HUARTE LAIN, S.A.",23/06/1992,0.006,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48010573
"MARIN ANDRES, FRANCISCO",CONSEJERO,"OBRASCON HUARTE LAIN, S.A.",18/01/2012,0.002,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48010573
"ORIOL ICAZA, MONICA",CONSEJERO,"OBRASCON HUARTE LAIN, S.A.",08/05/2012,0.000,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48010573
"OSUNA GOMEZ, JUAN LUIS",CONSEJERO,"OBRASCON HUARTE LAIN, S.A.",08/05/2012,0.007,http://cnmv.es/Portal/Consultas/DerechosVoto/PS_AC_INI.aspx?nif=A-48010573
